osmid,x,y,nearest_pharmacy_m
1135424236,10.9523814,48.3518372,837.2336721860826
1135424246,10.95175,48.3515855,709.2423401847855
1135424265,10.9495368,48.3521445,539.7300113331872
1135424279,10.9499348,48.3526415,515.4128421692175
1135424425,10.9525554,48.351317,892.4739155712875
1135424429,10.952139,48.3518272,748.549177904909
1135424440,10.9509118,48.3525671,588.0814808243687
1135424518,10.9491233,48.3520505,546.0923153457715
1135424573,10.9524876,48.3519339,789.5556337290049
1135424583,10.9486325,48.3521262,469.41236221529135
1135489325,10.9474451,48.3409744,641.7400765803088
1135489341,10.9490756,48.3410061,763.8698674518068
1135489355,10.9488979,48.3406742,891.3658662219511
1135489371,10.9492967,48.3410232,780.606127914754
1135489377,10.9477635,48.340906,679.9474083534226
1135489382,10.9471248,48.3409459,618.1923571036764
1135644818,10.948255,48.3398199,806.821658724866
1135644824,10.9459692,48.3407352,537.4895379450642
1135644827,10.9497074,48.3402815,912.1590065105476
1135644837,10.9479153,48.3407043,708.2113924615809
1135644844,10.9499592,48.3391099,1016.6426647368257
1135644869,10.9479575,48.3404991,730.9089183981707
1135644871,10.9474584,48.3390958,791.3193724610023
1135644878,10.9484312,48.3397281,822.386502911678
1135644884,10.9461638,48.3402771,606.3712276307082
1135644887,10.9496672,48.340803,869.9324956735855
1135644901,10.9485425,48.3401521,806.3847163618844
1135644909,10.9480704,48.3400326,779.8212776285643
1135644940,10.9462981,48.3398248,652.807067218954
1135644941,10.9461313,48.340425,589.350681704301
1135644944,10.9497012,48.3406353,885.0198075246715
1135644955,10.9487046,48.3400692,820.5923620389581
1135644966,10.9486238,48.3397274,832.5859146062211
1135645009,10.9475332,48.3387558,829.5278227802346
1135645018,10.9499311,48.3392649,998.7563997841746
1135645024,10.9484968,48.3403007,793.1081370280697
1135645029,10.9461034,48.340572,572.6465706421651
1135645032,10.9497375,48.3401265,929.2583033286929
1135645041,10.9489294,48.3400815,834.890164665176
1135648319,10.9494207,48.3391848,936.6743689639552
1135648321,10.9484381,48.3390975,863.3995899581297
1135805468,10.9494055,48.3404318,844.7660242113774
1135805472,10.9491614,48.3404106,827.2582957883717
1136131506,10.8961498,48.3082867,873.9001373252071
1136131516,10.8958515,48.3073497,936.5315290497858
1136131527,10.8957573,48.3069584,980.6051972506698
1136131529,10.8965305,48.3085314,778.3732653372919
1136131530,10.8967399,48.3080031,806.399356481431
1136131538,10.8938136,48.3072542,1120.4614919444925
1136131575,10.8956873,48.3066477,1015.5392730241423
1136131597,10.8949127,48.3082127,943.6169237482738
1136131628,10.8958252,48.3072614,946.5408760184523
1136131632,10.8948979,48.307477,1003.7029054930902
1136131659,10.8951121,48.3070714,1021.4981542185403
1136131660,10.8941546,48.3072473,1095.212948485659
1136131710,10.8943413,48.3082394,985.9951926564254
1136131719,10.8950653,48.308192,932.0985398395303
1136131742,10.8953819,48.3081564,908.347424121438
1136131747,10.8959457,48.3076818,898.9521772879833
1136131762,10.8964563,48.3087284,755.7909167146634
1136131768,10.8968544,48.306449,995.902099521261
1136131784,10.8957739,48.307032,972.3296600858372
1136131814,10.8940959,48.3082523,997.1185062090766
1136131897,10.8952125,48.3085076,873.0548832934403
1136131902,10.8951692,48.3074389,983.1953126070898
1136131924,10.8971734,48.3068856,934.7312965160185
1136131948,10.8962195,48.3084045,802.5983622669573
1136131952,10.8947149,48.308559,910.2975444672716
1136131954,10.8940798,48.3079209,1033.987789999407
1136131955,10.8947331,48.3077978,989.9544327642118
1136131972,10.8944998,48.307842,1007.8953916722583
1136131991,10.8967682,48.3060369,1042.174006402501
1136131992,10.8952335,48.3077173,951.8754533558857
1136131995,10.8941088,48.308624,955.7193079455706
1136132008,10.894661,48.3075123,1021.6581998479966
1136132018,10.8970147,48.306862,946.7585984539114
1136132029,10.8952264,48.308172,919.9780566772363
1136132037,10.8957737,48.3084398,835.8017284917662
1136132044,10.8941115,48.3084844,971.2521606841509
1136132066,10.8965005,48.306881,984.9970177669719
1136132068,10.8944331,48.3075436,1038.869133475041
1136132071,10.8962584,48.3085574,785.3549370828616
1136132077,10.8949643,48.3077585,972.305524474953
1136132086,10.894601,48.3082322,966.7715149285451
1136132089,10.8960799,48.3080609,855.6434366855826
1136132093,10.8941508,48.3075957,1060.5366978785794
1136149834,10.9406644,48.3448718,398.95643120502683
1136149840,10.942892,48.3450881,412.2450911564514
1137172457,10.8692023,48.3404543,111.17334280025412
1137172458,10.8689354,48.3406961,66.85539908296973
1137172459,10.8689574,48.3404695,92.10461849833098
1137172460,10.8689321,48.3407234,63.80999028681043
1137172462,10.8688383,48.3404711,100.90929779157442
1137227455,10.8900463,48.3124042,495.42249778870234
1137614502,10.9493727,48.3446705,656.7269863829175
1137614505,10.9496189,48.3446037,633.4708081695278
1137614517,10.9510689,48.3446174,740.6448730256562
1137614520,10.9490753,48.3445242,589.9291516707724
1137644572,10.894921,48.3091176,848.5554706709249
1137644579,10.8949585,48.3092788,854.2472039941213
1137644604,10.8950791,48.3094646,864.8144357797789
1137644606,10.8951462,48.3099398,836.3735139342767
