osmid,x,y,nearest_pharmacy_m,accessibility_band
2206895376,10.8987592,48.4091258,2590.483400328076,> 1500 m
2206898370,10.8992482,48.4089541,2606.683078604904,> 1500 m
2206898373,10.899211,48.4086502,2572.5854350472973,> 1500 m
2206898375,10.899349,48.4086397,2579.214199736165,> 1500 m
2206898393,10.8990678,48.4095623,2656.008707734202,> 1500 m
2206898395,10.8992862,48.4082857,2539.579140151395,> 1500 m
2206934741,10.8963886,48.4041404,1950.2599310901944,> 1500 m
2206934744,10.8959983,48.4041514,1920.5714349819536,> 1500 m
2217634181,10.897442,48.392156,1728.718986599491,> 1500 m
2217634182,10.899062,48.392154,1662.933027633155,> 1500 m
2217634183,10.8977379,48.3917411,1761.8824613199545,> 1500 m
2217634184,10.8987051,48.3925524,1633.5324499347205,> 1500 m
2217634185,10.8983604,48.3929527,1582.2509350587038,> 1500 m
2217634187,10.8971359,48.3925566,1678.7684622827671,> 1500 m
2219378651,10.844414,48.3188733,2018.9723307949175,> 1500 m
2219378671,10.8445321,48.3191142,1990.791627695788,> 1500 m
2219378687,10.8456741,48.3188772,2079.863282667387,> 1500 m
2219398152,10.8976507,48.4020727,1684.8279153257024,> 1500 m
2219398154,10.8993893,48.4011939,1523.35582658297,> 1500 m
2219398160,10.8967978,48.4025499,1791.902784200379,> 1500 m
2219398161,10.8981965,48.4027598,1686.043642466269,> 1500 m
2219398210,10.8997244,48.4013236,1636.1953147767615,> 1500 m
2219398212,10.8985008,48.4022052,1620.3653557448877,> 1500 m
2219398215,10.8990643,48.4026194,1771.6298067484918,> 1500 m
2219398245,10.8988771,48.401562,1543.5457045884773,> 1500 m
2219724999,10.8977097,48.3996295,1509.5609746718887,> 1500 m
2219780705,10.8981751,48.4005295,1532.3926951479364,> 1500 m
2219780791,10.8972958,48.4004176,1599.5980905680635,> 1500 m
2233460519,10.7692225,48.3072175,7285.749791329451,> 1500 m
2241487473,10.895419,48.3982191,1600.6746162577683,> 1500 m
2241487478,10.8956486,48.3978719,1554.7008300042992,> 1500 m
2241487479,10.8955672,48.3979678,1566.9412618369931,> 1500 m
2241487481,10.895826,48.3986352,1603.4207765713184,> 1500 m
2241487484,10.8946592,48.3982482,1679.223327606577,> 1500 m
2241487490,10.8957241,48.3977754,1542.6091001498223,> 1500 m
2241487492,10.8962703,48.3980236,1510.571537289028,> 1500 m
2241487493,10.8957497,48.3980249,1581.8359648962437,> 1500 m
2241487497,10.8954995,48.3974646,1554.7388124712036,> 1500 m
2241487499,10.8954258,48.3976838,1584.9624639048698,> 1500 m
2241487501,10.8949337,48.3983378,1656.6409694458334,> 1500 m
2241487515,10.8960617,48.3983151,1546.6278250584714,> 1500 m
2241554384,10.9006772,48.392821,1531.8022886682725,> 1500 m
2241554392,10.8995865,48.393096,1543.2228719575844,> 1500 m
2241554396,10.9000861,48.3933896,1504.1656197909822,> 1500 m
2241592897,10.9016717,48.3927697,1505.3838448306878,> 1500 m
2251642358,10.8936254,48.424762,3702.198140196604,> 1500 m
2251642399,10.8935798,48.4244666,3669.179153357376,> 1500 m
2251642431,10.9111,48.4231672,3064.711879659999,> 1500 m
2251642468,10.911135,48.4231041,3057.235222424161,> 1500 m
2251642480,10.8954388,48.4243371,3539.5406876219413,> 1500 m
2251642528,10.8953548,48.4238988,3490.41130554364,> 1500 m
2251642568,10.8935181,48.4240999,3628.1505243929328,> 1500 m
2251642569,10.9112503,48.4228536,3086.3600496936674,> 1500 m
2264748115,10.8983556,48.4093048,2641.696714045084,> 1500 m
2271816404,10.9115891,48.2973075,1608.4531398875615,> 1500 m
2271816420,10.9145334,48.295619,1676.806944465848,> 1500 m
2280065229,10.9016437,48.415093,2216.9611211664896,> 1500 m
2280065240,10.919781,48.4160799,2241.009942911257,> 1500 m
2280065252,10.9025586,48.417235,2482.774266226695,> 1500 m
2298377223,10.9335029,48.3688188,1681.6947197830607,> 1500 m
2298377224,10.933121,48.3692753,1623.621515294027,> 1500 m
2298377225,10.9326009,48.3698603,1548.057854225871,> 1500 m
2299705072,10.8425661,48.3291836,2474.781353505302,> 1500 m
2299789195,10.8379281,48.3276608,2884.9604031363333,> 1500 m
2300085681,10.8199291,48.3144669,3322.626927248946,> 1500 m
2300085692,10.8209697,48.31797,3693.6815844266944,> 1500 m
2300085696,10.8219832,48.3181291,3772.1531537926166,> 1500 m
2300085734,10.828104,48.3197607,3605.136098192248,> 1500 m
2300085740,10.8282747,48.3199982,3634.406164269309,> 1500 m
2300085754,10.8219535,48.320389,4068.2669898383097,> 1500 m
2300085777,10.8278362,48.3207772,3705.0992352704575,> 1500 m
2300085782,10.8279591,48.320917,3687.092665242336,> 1500 m
2300085798,10.8228838,48.3213244,4055.723638066692,> 1500 m
2300085799,10.8225844,48.3213331,4078.5475177305298,> 1500 m
2300085807,10.8222398,48.3215774,4132.981176250018,> 1500 m
2300085809,10.8215935,48.321597,4180.817663335634,> 1500 m
2300085837,10.8308365,48.3231122,3280.714510816808,> 1500 m
2300085868,10.8328586,48.3236961,3116.497876145002,> 1500 m
2300153005,10.8229792,48.3201621,3914.241218837669,> 1500 m
2300153007,10.8247154,48.3202129,3839.695335534136,> 1500 m
2300153012,10.8239451,48.3204607,3980.1840347681937,> 1500 m
2300153019,10.8244844,48.3207376,3899.949514002959,> 1500 m
2300153024,10.8258566,48.3212617,3809.6367405026776,> 1500 m
2300153029,10.8255501,48.3214444,3779.2015855948857,> 1500 m
2300153030,10.8250567,48.3214521,3821.454446920974,> 1500 m
2300551811,10.8226937,48.3195958,3831.385178277011,> 1500 m
2300551822,10.8233535,48.3197553,3883.301989639664,> 1500 m
2300551838,10.8274398,48.3198936,3649.6402603257793,> 1500 m
2300551860,10.8291773,48.3204218,3669.676752755292,> 1500 m
2300551895,10.8295431,48.3208492,3724.359173399447,> 1500 m
2300551952,10.8217526,48.3211317,4138.624070449078,> 1500 m
2300551955,10.8214284,48.3211389,4113.482882758746,> 1500 m
2300552083,10.8225279,48.3225634,4111.639477848396,> 1500 m
2300552167,10.8224075,48.3233366,4120.975841749974,> 1500 m
2300552180,10.8220852,48.3233859,4145.779262753257,> 1500 m
2302171326,10.821729,48.3218343,4207.596142774121,> 1500 m
2302171327,10.8210073,48.3218439,4154.2239109440025,> 1500 m
2302305617,10.8209928,48.3153908,3401.4647421991613,> 1500 m
2302305632,10.8205612,48.3154642,3434.407747776421,> 1500 m
2302425424,10.8168798,48.3130451,3689.5052146687294,> 1500 m
2302507275,10.8141524,48.3162413,3898.074124763323,> 1500 m
2302507311,10.817821,48.317484,3805.5058836219255,> 1500 m
2302527207,10.8162818,48.3143192,3647.455218331871,> 1500 m
2305064319,10.9259548,48.4117838,2496.991492445734,> 1500 m
2305064324,10.9247709,48.4129768,2331.5568960770383,> 1500 m
2305064325,10.9266632,48.4120908,2522.562465124087,> 1500 m
2305064326,10.9257822,48.4129319,2406.364230119984,> 1500 m
2310411042,10.9314224,48.4021514,2021.089807609804,> 1500 m
2310411045,10.9317746,48.4022287,2048.4739085594697,> 1500 m
2313011977,10.9449643,48.2912914,6957.450701162512,> 1500 m
2320305491,10.8144952,48.332227,4576.241458579967,> 1500 m
2320305519,10.8142079,48.3298666,4428.890182122679,> 1500 m
2320305526,10.8145259,48.331721,4519.930994744033,> 1500 m
2322481898,10.8510499,48.3393015,1624.0215798215202,> 1500 m
2324537224,10.9117022,48.2829729,2248.9035366127314,> 1500 m
2335054519,10.9202092,48.3230496,1635.5355620782927,> 1500 m
2335054541,10.9198296,48.3233735,1682.3364162367984,> 1500 m
2335071776,10.9233498,48.3233361,1924.3039317036212,> 1500 m
2336460125,10.9087614,48.4112486,1548.7711920929578,> 1500 m
2336858010,10.8548752,48.3526973,2246.8866905051505,> 1500 m
2336858026,10.8556922,48.353179,2462.302188404293,> 1500 m
2336858030,10.8554329,48.3534446,2426.394742742314,> 1500 m
2336858034,10.8555036,48.3536339,2404.079869582826,> 1500 m
2336858036,10.8556386,48.3536642,2393.5507607015197,> 1500 m
2338578388,10.8884964,48.3942128,2681.059842901327,> 1500 m
2348459993,10.8922493,48.3963119,2760.1471601562025,> 1500 m
2348459996,10.892803,48.3964764,2793.652522183665,> 1500 m
2348460006,10.8889192,48.3985294,3156.2344517533984,> 1500 m
2348460013,10.8901306,48.3985502,3114.7444969786284,> 1500 m
2348460033,10.890262,48.3997449,3258.954886435465,> 1500 m
2348460034,10.8902322,48.3997488,3256.7125467514284,> 1500 m
2348460044,10.8893294,48.4007472,3399.9819367989294,> 1500 m
2348460046,10.8896946,48.400826,3470.212489603141,> 1500 m
2348460057,10.8893538,48.4010385,3432.43033138181,> 1500 m
2348460058,10.8897153,48.4010422,3443.6301340831665,> 1500 m
2348460095,10.8894381,48.401291,3510.025881705161,> 1500 m
2353021707,10.828068,48.31971,3598.901665114797,> 1500 m
2354113774,10.8457094,48.3204786,1891.9977766149325,> 1500 m
2354113777,10.8456551,48.3205017,1896.7640940153128,> 1500 m
2354113779,10.8453831,48.3206358,1921.807225408985,> 1500 m
2354113781,10.8463167,48.3207297,1962.5059244394088,> 1500 m
2354113784,10.8445031,48.3208294,1990.7136563158972,> 1500 m
2354113790,10.846148,48.3210517,1967.9572341312785,> 1500 m
2354113795,10.845807,48.3210824,1980.531030932218,> 1500 m
2360185628,10.9160278,48.3468384,1882.743837481279,> 1500 m
2360185638,10.9160168,48.3468751,1878.582796192284,> 1500 m
2365909082,10.9182351,48.3488176,1502.6147003370463,> 1500 m
2367578324,10.8842905,48.3232518,1984.0016069294056,> 1500 m
2367578350,10.8820834,48.3249783,2268.30144279618,> 1500 m
2367578358,10.8814281,48.326491,2141.5885950820098,> 1500 m
2367578360,10.8810837,48.3265723,2121.168720801754,> 1500 m
2367578385,10.8815504,48.3265883,2149.5135066704847,> 1500 m
2371889009,10.9505908,48.3803646,1568.575870414777,> 1500 m
2371889011,10.9515158,48.3803743,1648.2803045114076,> 1500 m
2371889021,10.954307,48.3808935,1849.5114336524089,> 1500 m
2371889023,10.9548343,48.3810067,1890.4378502015247,> 1500 m
2371889027,10.9558972,48.3812561,1973.710079741172,> 1500 m
2372474871,10.9573261,48.3794519,2235.23333407956,> 1500 m
2372474875,10.9566994,48.3796448,2164.436728890251,> 1500 m
2372474995,10.9563762,48.3811041,2028.802268305089,> 1500 m
2373210803,10.9555769,48.3777357,2209.4721737561044,> 1500 m
2373210827,10.9555473,48.3781471,2184.107622200352,> 1500 m
2373210835,10.9562247,48.378198,2235.1623508971447,> 1500 m
2373210864,10.956223,48.3786978,2189.4527983968514,> 1500 m
2373210885,10.9529889,48.3806281,1754.3969075540697,> 1500 m
2373210887,10.9529741,48.3806858,1748.2251719510216,> 1500 m
2373210889,10.9529148,48.3807946,1761.0914933477338,> 1500 m
2378284833,10.8057547,48.3059936,4922.153854009642,> 1500 m
2379292185,10.8507903,48.2962965,2297.509656991708,> 1500 m
2379292186,10.8505717,48.296301,2313.6884864398426,> 1500 m
2410457784,10.9483761,48.3811874,1554.2312728145123,> 1500 m
2410457790,10.9481779,48.3817905,1622.871898657656,> 1500 m
2410457793,10.9474891,48.3822026,1718.6984069720236,> 1500 m
2420110906,10.8540993,48.3367821,1540.7754162799051,> 1500 m
2443918650,10.8994321,48.2848196,2509.6842420483777,> 1500 m
2459292799,10.9431571,48.3928568,1878.8079507817656,> 1500 m
2459292803,10.9452653,48.3939591,2075.954588756372,> 1500 m
2468977590,10.7952261,48.3049374,5679.606563288886,> 1500 m
2468977599,10.7982071,48.3068566,5370.812021315525,> 1500 m
2471515397,10.8461246,48.3364161,1824.682959459278,> 1500 m
2471515398,10.8461024,48.3364954,1818.5909933403773,> 1500 m
2471515418,10.8466792,48.3374546,1983.951889771179,> 1500 m
2478255139,10.853679,48.342966,1916.848893146508,> 1500 m
2478255148,10.8551669,48.3430404,1893.0938676549413,> 1500 m
2478255176,10.8575824,48.3446574,1737.924722058699,> 1500 m
2478255177,10.8566257,48.3451842,1646.1067074631012,> 1500 m
2480084016,10.9455845,48.3939985,2090.197524772339,> 1500 m
2480084017,10.9321154,48.3983336,1624.6599898546624,> 1500 m
2482828013,10.9484124,48.3168113,3656.6499112481615,> 1500 m
2492616791,10.8342231,48.3861504,1812.8077713162004,> 1500 m
2492616923,10.8703153,48.4031857,1831.8029706611576,> 1500 m
2492616962,10.8697741,48.4041567,1949.2951192738356,> 1500 m
2492616998,10.8792535,48.4042557,1586.4089268037642,> 1500 m
2492617001,10.8796109,48.4042687,1581.87053625011,> 1500 m
2492617048,10.8792919,48.4057834,1750.8499864616138,> 1500 m
2495257547,10.8650764,48.4026357,1585.2111068309264,> 1500 m
2495257548,10.8651386,48.4027075,1594.4211465666156,> 1500 m
2501540607,10.8754142,48.330414,1556.5725821017818,> 1500 m
2517243016,10.7984575,48.3449293,6106.827902868533,> 1500 m
2549797717,10.8936144,48.4246932,3694.5049793637927,> 1500 m
2591588130,10.8861684,48.4022071,1534.9179590315932,> 1500 m
2591588135,10.886813,48.4023016,1574.4887996831303,> 1500 m
2591588143,10.8860898,48.4024451,1562.011020186763,> 1500 m
2591588147,10.8867372,48.4025302,1600.5166180159151,> 1500 m
2591914472,10.8838318,48.4028027,1544.3824595501546,> 1500 m
2592094840,10.8854788,48.4023396,1519.2011821020449,> 1500 m
2593800574,10.9264536,48.3663087,1547.7476527182791,> 1500 m
2593800576,10.9263241,48.366447,1546.1625650400074,> 1500 m
2593800579,10.9262227,48.3665482,1559.2422108472026,> 1500 m
2593800583,10.9261281,48.3666431,1573.837039006938,> 1500 m
2593800586,10.926658,48.3669372,1532.774633573236,> 1500 m
2602292177,10.9319753,48.3685104,1768.297539085333,> 1500 m
2606488650,10.833982,48.3860737,1835.5450162670468,> 1500 m
2606488651,10.8341927,48.3860882,1819.90032336862,> 1500 m
2606488692,10.9380876,48.4007793,2442.080589979863,> 1500 m
2606488694,10.8994246,48.4069707,2422.669384230149,> 1500 m
2609993381,10.8339208,48.385939,1850.265682865118,> 1500 m
2610818401,10.9171581,48.2699267,4000.529532649295,> 1500 m
2610818403,10.9171628,48.270099,3981.367088787397,> 1500 m
2611725762,10.897122,48.4050124,1915.3139949261608,> 1500 m
2612638106,10.8218302,48.3154244,3470.686402543783,> 1500 m
2612638110,10.8210233,48.3154721,3410.7820051124445,> 1500 m
2613769753,10.9372181,48.2695072,5484.276301363312,> 1500 m
2613801933,10.9429444,48.2849749,4385.662402601414,> 1500 m
2613824864,10.9426668,48.2984855,3510.3341326502987,> 1500 m
2613857394,10.9454622,48.3187221,3665.071340319674,> 1500 m
2613857427,10.9475517,48.3212948,3846.18313228338,> 1500 m
2613857454,10.9476855,48.3233316,3613.823518756557,> 1500 m
2613857519,10.9460399,48.326046,3282.282091251076,> 1500 m
2613857544,10.9447527,48.3269267,3145.630432761515,> 1500 m
2613857548,10.9452616,48.3270209,3186.8043277602246,> 1500 m
2615456158,10.8989562,48.404204,1842.9719287149333,> 1500 m
2615456159,10.8986811,48.4042224,1822.5614562551805,> 1500 m
2615456171,10.8990306,48.4046331,1891.457792287419,> 1500 m
2615456172,10.8987566,48.4046558,1871.0746084862003,> 1500 m
2619909427,10.8344322,48.3848655,1667.5134783564636,> 1500 m
2619909504,10.8369626,48.3856013,1553.2556106407883,> 1500 m
2619909539,10.8370099,48.3863428,1602.6278504053894,> 1500 m
2663138145,10.8936835,48.4246884,3696.481749196717,> 1500 m
2663138146,10.893695,48.424756,3703.044471987,> 1500 m
2663138151,10.8934029,48.4248319,3725.157037065808,> 1500 m
2663138153,10.8920966,48.4248595,3821.806547423967,> 1500 m
2700257310,10.9347285,48.4115419,3128.917696845036,> 1500 m
2700257331,10.9128166,48.4125797,1983.4487664405804,> 1500 m
2700257339,10.9240751,48.4126154,2381.1697917409333,> 1500 m
2700257366,10.9233006,48.4128602,2403.5460556312155,> 1500 m
2700257429,10.9232428,48.4132438,2448.326940791668,> 1500 m
2700318765,10.8899221,48.41454,2962.4735366374957,> 1500 m
2700318796,10.8930955,48.4151916,2829.551422391241,> 1500 m
2702157529,10.8969551,48.42469,3569.571568423826,> 1500 m
2702157531,10.8972467,48.4247673,3592.741847374447,> 1500 m
2702157573,10.8940079,48.4263238,4209.773130559165,> 1500 m
2702157585,10.894901,48.4267975,4122.976245984413,> 1500 m
2702157589,10.8950425,48.4268324,4134.114904515673,> 1500 m
2702157616,10.8944013,48.4273709,4020.685685758425,> 1500 m
2702157624,10.8947741,48.4275703,4121.292838296043,> 1500 m
2702157638,10.8945675,48.4278578,4083.980209894105,> 1500 m
2702157679,10.8992397,48.4298882,4785.404541143313,> 1500 m
2702157690,10.900014,48.4301148,4722.96554488999,> 1500 m
2704340694,10.8615243,48.4043451,1936.7274747621768,> 1500 m
2704340702,10.861993,48.4045098,1897.5805501821756,> 1500 m
2704340705,10.8620787,48.4045398,1901.740234463795,> 1500 m
2704347750,10.8650537,48.4011207,1560.8779657751525,> 1500 m
2704347755,10.8678961,48.4012896,2015.6626113522848,> 1500 m
2704347757,10.8649875,48.4014701,1521.7202365568714,> 1500 m
2704347759,10.8689043,48.4015701,1927.7460627198195,> 1500 m
2704347771,10.8671742,48.4026297,2180.814980948285,> 1500 m
2704347784,10.8682667,48.4032711,2124.5381022716065,> 1500 m
2704347786,10.8670052,48.4040268,2218.2885929723952,> 1500 m
2704347793,10.8666818,48.4043569,2236.023070310111,> 1500 m
2704347795,10.8685787,48.4044276,2089.2291771326622,> 1500 m
2711163271,10.9126307,48.3448342,1555.2574491615767,> 1500 m
2732438077,10.9291211,48.4007911,1722.837155938165,> 1500 m
2732438078,10.9293772,48.4008449,1717.035327657123,> 1500 m
2732438084,10.92891,48.4007468,1739.1814227038303,> 1500 m
2732438104,10.9287905,48.4007217,1748.4343865853878,> 1500 m
2732438125,10.9287502,48.4010582,1775.7620359043945,> 1500 m
2732438129,10.9289587,48.4011077,1760.0269874750395,> 1500 m
2736167539,10.9221806,48.2700295,4192.116596121284,> 1500 m
2736500690,10.9338502,48.272238,4784.469057208539,> 1500 m
2736500691,10.9333255,48.2722861,4745.269141715947,> 1500 m
2736500700,10.9288323,48.2726517,4708.672696267531,> 1500 m
2736500718,10.9305305,48.2745318,4329.8468958442645,> 1500 m
2736500735,10.9342328,48.2770086,4511.532210661596,> 1500 m
2741973875,10.9135816,48.3512963,1669.7688190586323,> 1500 m
2741973876,10.9135294,48.3512274,1661.1912041698315,> 1500 m
2742016913,10.9145206,48.3461127,2194.28535455005,> 1500 m
2752166250,10.8437754,48.3228347,2274.038354434107,> 1500 m
2756894529,10.8793474,48.4053334,1700.6447632067304,> 1500 m
2756894537,10.8792395,48.4053294,1708.622090652011,> 1500 m
2756894549,10.880177,48.4053693,1762.0137838702235,> 1500 m
2766899172,10.9308316,48.2724779,4559.427406635954,> 1500 m
2770236344,10.8839021,48.4025378,1574.2917140721936,> 1500 m
2770236399,10.8849911,48.4030849,1621.8003015250372,> 1500 m
2770236441,10.8856658,48.4031865,1673.15054628822,> 1500 m
2770236454,10.8864309,48.4032808,1734.0415012016697,> 1500 m
2770236456,10.886785,48.4032519,1764.8116087246335,> 1500 m
2770236459,10.8849151,48.4032914,1608.9982731577206,> 1500 m
2770236463,10.8855917,48.4033944,1660.162377522807,> 1500 m
2770236465,10.8860622,48.4034661,1695.4495284622517,> 1500 m
2773234280,10.8432851,48.3030325,2440.5990654652733,> 1500 m
2773234290,10.8492453,48.3322247,1944.145085192626,> 1500 m
2782650953,10.9172743,48.2648994,4502.5473563223895,> 1500 m
2797703853,10.897952,48.4033782,1668.651367969692,> 1500 m
2797703855,10.8983146,48.4034036,1695.6227511876584,> 1500 m
2809286973,10.898597,48.3900652,1570.3192527623844,> 1500 m
2809309580,10.8980477,48.3908986,1754.996012985205,> 1500 m
2809309587,10.8979656,48.3912583,1712.0811698820753,> 1500 m
2809309596,10.8980186,48.3912636,1708.1236291208354,> 1500 m
2809314253,10.8983241,48.3909423,1663.0554432992512,> 1500 m
2821280396,10.9300156,48.4004067,1708.7053730897262,> 1500 m
2821283503,10.9292866,48.4008259,1710.0211210091268,> 1500 m
2821283508,10.9332896,48.3986363,1722.609958170245,> 1500 m
2821283512,10.9306952,48.3981729,1534.5168944017803,> 1500 m
2821283529,10.9294771,48.400441,1664.9634680214417,> 1500 m
2821283534,10.930782,48.3981948,1541.372254095328,> 1500 m
2821283537,10.9320889,48.3984277,1635.3047807172006,> 1500 m
2821283541,10.9300449,48.3996789,1711.548849978139,> 1500 m
2821283542,10.9309631,48.3980875,1535.2941684420489,> 1500 m
2821283550,10.9309985,48.3980292,1542.283840999354,> 1500 m
2821283554,10.9309131,48.3981701,1545.192926989911,> 1500 m
2821283578,10.9303746,48.399015,1637.40602175058,> 1500 m
2821283580,10.9314322,48.3984062,1602.4516760093677,> 1500 m
2821283584,10.9314871,48.3982959,1589.534489224215,> 1500 m
2821283590,10.9300545,48.4003141,1705.7807236351568,> 1500 m
2821283592,10.9316466,48.3986709,1649.704629718433,> 1500 m
2821283594,10.9292734,48.40022,1634.2768514532502,> 1500 m
2821283612,10.9333398,48.3985387,1724.1602428785138,> 1500 m
2821283621,10.93274,48.3976462,1732.397815565337,> 1500 m
2821283628,10.929574,48.4004596,1672.4100593889382,> 1500 m
2821283635,10.9324091,48.3983362,1651.8777624761428,> 1500 m
2821283637,10.9318429,48.3982765,1603.563788818657,> 1500 m
2821283645,10.9276344,48.3992382,1506.0889345781436,> 1500 m
2821283646,10.9317992,48.3983643,1613.798961364575,> 1500 m
2821283648,10.9293712,48.4013787,1784.5323574239862,> 1500 m
2821283649,10.9298628,48.4000417,1670.5282275805828,> 1500 m
2821283652,10.9297776,48.4000203,1663.803244402972,> 1500 m
2821283653,10.9296942,48.4004827,1681.6480619504632,> 1500 m
2821283667,10.9305632,48.3981397,1531.4560956517855,> 1500 m
2821283677,10.9323881,48.398393,1645.8485746062308,> 1500 m
2821283681,10.9300798,48.4002538,1700.5040044064938,> 1500 m
2821283812,10.929307,48.4001489,1632.0057059164412,> 1500 m
2821732715,10.9338828,48.3934902,1810.882110008666,> 1500 m
2830222164,10.7889451,48.3148327,5724.558866824505,> 1500 m
2848564176,10.9157424,48.3496905,1621.232849655266,> 1500 m
2848564177,10.9157425,48.3497778,1630.9401832772312,> 1500 m
2852232511,10.9509101,48.3763094,2201.561138673529,> 1500 m
2852232514,10.9527037,48.3766276,2064.443087265588,> 1500 m
2887023323,10.9015794,48.2801076,2686.15072624121,> 1500 m
2888439704,10.8641924,48.4022473,1683.9164830995942,> 1500 m
2980975984,10.9464982,48.3938677,2169.833002262019,> 1500 m
2989521282,10.8794092,48.4049277,1655.3024029549683,> 1500 m
2991268821,10.9275503,48.3952578,1600.8551957509517,> 1500 m
2991268828,10.926667,48.3957913,1694.1381643049433,> 1500 m
3007174338,10.9424085,48.3125858,3378.11225443642,> 1500 m
3007174347,10.9416046,48.3215836,3611.149696812141,> 1500 m
3007187817,10.9387477,48.2710744,9429.54050159018,> 1500 m
3007188937,10.9389443,48.269328,9712.514510331685,> 1500 m
3007188952,10.9397394,48.2693682,9634.7136810947,> 1500 m
3007188965,10.9389282,48.2692441,9703.109445959908,> 1500 m
3007189001,10.9408722,48.2724438,9200.180305714566,> 1500 m
3007189031,10.9306481,48.296544,2694.7840671946897,> 1500 m
3007189145,10.9377123,48.3279316,2947.658036982309,> 1500 m
3007189148,10.9286834,48.329885,2575.2728398263944,> 1500 m
3007189161,10.9330618,48.2982358,2891.3836822008816,> 1500 m
3007189164,10.9345778,48.2983843,3054.58427465782,> 1500 m
3007189176,10.9379931,48.3272076,3031.4109792422373,> 1500 m
3007189177,10.9377342,48.3123181,2870.7009171500194,> 1500 m
3007189179,10.9352518,48.3111657,2950.3238547676265,> 1500 m
3007189180,10.9363363,48.3127509,2756.668934026661,> 1500 m
3031539873,10.8883439,48.4145485,2971.4906435859493,> 1500 m
3032947660,10.8344963,48.3001538,3278.651551566798,> 1500 m
3048206320,10.9415289,48.3952654,2167.9142869019734,> 1500 m
3048206325,10.9416287,48.3952875,2172.118094421119,> 1500 m
3048207733,10.9412083,48.3953862,2196.973590874862,> 1500 m
3048207752,10.9398138,48.3978125,2285.72493256353,> 1500 m
3048207759,10.9375708,48.3986933,2123.9932701892694,> 1500 m
3048207761,10.9384073,48.3987546,2201.7265972328137,> 1500 m
3048207763,10.9374997,48.3988018,2110.8361595846545,> 1500 m
3048207765,10.9390584,48.3989427,2254.148694258989,> 1500 m
3048207766,10.9391367,48.3989653,2260.451950453876,> 1500 m
3054141746,10.9486185,48.365189,1665.618700660657,> 1500 m
3056261355,10.9315306,48.3982085,1579.2991539900572,> 1500 m
3074003087,10.929584,48.4007042,1707.5866396347783,> 1500 m
3114983714,10.9263278,48.4218313,4014.371128382752,> 1500 m
3114983726,10.9261434,48.4222155,3969.535197360056,> 1500 m
3115607907,10.9211612,48.2652684,4836.8289735050375,> 1500 m
3160404477,10.9482539,48.3821476,1665.1337866627837,> 1500 m
3160404482,10.9477867,48.3827609,1746.0945168651383,> 1500 m
3160404485,10.9480451,48.3823577,1694.1697621135645,> 1500 m
3160404486,10.9478887,48.3828392,1748.9418880669791,> 1500 m
3172924293,10.9368004,48.3956178,2248.293475183121,> 1500 m
3172924294,10.9376668,48.3958704,2196.46640271141,> 1500 m
3202841787,10.9466961,48.3946912,2208.5018884682445,> 1500 m
3202841788,10.9465694,48.3947755,2215.0155430021146,> 1500 m
3202855963,10.9430607,48.3927962,1870.418219143956,> 1500 m
3207408373,10.9444537,48.3934417,1986.765951358888,> 1500 m
3208968742,10.9201363,48.4210603,2819.577781593195,> 1500 m
3211201382,10.8466628,48.3438033,2276.659464261699,> 1500 m
3215039473,10.8787295,48.3275879,1910.517022828633,> 1500 m
3215039539,10.8770725,48.3282304,1763.985107481382,> 1500 m
3215039544,10.8808048,48.3305852,1809.5789732431103,> 1500 m
3223502467,10.9314362,48.4008331,1835.1995021407893,> 1500 m
3223502468,10.9311665,48.400659,1798.18192569039,> 1500 m
3223502469,10.9309345,48.4007265,1824.787382878626,> 1500 m
3223502470,10.9311182,48.4007655,1810.549375866626,> 1500 m
3223502472,10.9312058,48.4005723,1795.4934934240048,> 1500 m
3223528733,10.9337338,48.4008386,2019.825102730224,> 1500 m
3223528742,10.9323571,48.4004524,1909.488494452684,> 1500 m
3223528743,10.9325422,48.4006599,1946.322445084803,> 1500 m
3223528745,10.9327614,48.400271,1960.735239399232,> 1500 m
3223528746,10.9342073,48.4009667,2052.1042154027527,> 1500 m
3223528753,10.9339566,48.4008989,2037.587272451413,> 1500 m
3223528754,10.9326182,48.4005263,1930.442576344379,> 1500 m
3223528757,10.9345942,48.400603,2055.349128833604,> 1500 m
3223528758,10.9325507,48.400089,1893.144377845747,> 1500 m
3223528759,10.9339845,48.4011493,2023.577750586079,> 1500 m
3223529363,10.9338335,48.4011069,2035.6811450770056,> 1500 m
3223529365,10.9339104,48.401263,2009.7965020146744,> 1500 m
3223529366,10.9356824,48.4001634,2031.1800845117289,> 1500 m
3223529367,10.933445,48.4007605,1996.8038512568849,> 1500 m
3223529368,10.933321,48.4009664,2021.4611674418056,> 1500 m
3245942867,10.8842999,48.3219777,1882.3941506874576,> 1500 m
3245942887,10.8822051,48.3223774,2059.475443176992,> 1500 m
3246200380,10.8963339,48.3980543,1504.7663042388883,> 1500 m
3246200381,10.8961278,48.3983464,1540.6338473960764,> 1500 m
3246200388,10.8946049,48.4004919,1804.3726377480216,> 1500 m
3246200390,10.8938097,48.4016438,1945.2727424446457,> 1500 m
3246200391,10.8936192,48.4019548,1982.6062902318724,> 1500 m
3273259881,10.9007624,48.3926165,1501.740577638852,> 1500 m
3273259886,10.9005905,48.3927811,1524.0135687010447,> 1500 m
3273259888,10.9003196,48.3930518,1537.1078754753744,> 1500 m
