osmid,x,y,nearest_pharmacy_m,accessibility_band
413677388,10.8701924,48.4031108,1835.271658742124,> 1500 m
413995143,10.9147573,48.3445614,1760.733387886961,> 1500 m
413995144,10.9146082,48.3447901,1751.244371317647,> 1500 m
413995146,10.9144767,48.345253,1714.9091961618813,> 1500 m
413995157,10.9162985,48.3440372,1907.5339416349104,> 1500 m
413995168,10.9203023,48.3470367,1521.329098848492,> 1500 m
414046708,10.9189389,48.3470709,1622.265343422,> 1500 m
415357975,10.8487554,48.3366714,1621.5135519120545,> 1500 m
418515251,10.8986195,48.424388,3659.727454222134,> 1500 m
418516315,10.9201396,48.4209216,2807.0436885780027,> 1500 m
418516316,10.9199422,48.4209078,2792.29494466206,> 1500 m
420797073,10.9087517,48.2819286,2455.6162764173228,> 1500 m
432512766,10.9491184,48.3190224,3357.413042223049,> 1500 m
432512767,10.9487945,48.3182942,3524.400234255529,> 1500 m
434436885,10.8848232,48.3263817,1881.982026798171,> 1500 m
434438702,10.8855781,48.325574,1902.486049648474,> 1500 m
434446676,10.9196658,48.4242321,3860.2434869423496,> 1500 m
434446677,10.9161706,48.4228497,3514.541494461192,> 1500 m
434446704,10.904115,48.4341509,5179.342337133297,> 1500 m
434446708,10.9064487,48.4324007,5381.265393469418,> 1500 m
434446726,10.8994104,48.4308582,4627.866656058582,> 1500 m
434446728,10.8966598,48.4300574,4404.29839661727,> 1500 m
434446736,10.8943503,48.4277658,4064.967385402006,> 1500 m
434446738,10.8933932,48.4247811,3719.4631601089854,> 1500 m
434446747,10.8946009,48.4295418,4312.229960288871,> 1500 m
434446749,10.8939171,48.4294536,4258.279383567788,> 1500 m
434446751,10.8939039,48.4293721,4249.164800600517,> 1500 m
434446764,10.902648,48.4241035,5436.900671034482,> 1500 m
434457351,10.8973595,48.4327247,4708.624555449535,> 1500 m
434457353,10.8985615,48.4359442,5177.87718601831,> 1500 m
434457411,10.8992933,48.4423539,6188.608102340515,> 1500 m
434457436,10.8975646,48.451263,7213.62304811569,> 1500 m
434457442,10.9001453,48.4476163,7021.831246278493,> 1500 m
434457454,10.9029008,48.4444231,6786.005979316238,> 1500 m
434647533,10.8587768,48.4053238,1895.874233523965,> 1500 m
438441392,10.9203785,48.3129957,1514.471911210239,> 1500 m
438455766,10.9243692,48.3092824,1521.9773277202185,> 1500 m
440850144,10.8160648,48.321074,4225.601068291011,> 1500 m
440850146,10.8146868,48.320762,4333.279649587583,> 1500 m
440850165,10.8004495,48.3170017,5216.457033223238,> 1500 m
440850166,10.7863146,48.3080903,6008.28201888576,> 1500 m
440850169,10.7852095,48.3093561,6177.093450862779,> 1500 m
440850181,10.7769601,48.3112711,6833.200751311088,> 1500 m
440850233,10.791104,48.3287215,6356.003160427367,> 1500 m
440850234,10.7907979,48.3288698,6384.003591507244,> 1500 m
440850246,10.794226,48.327232,6071.8606002330025,> 1500 m
440850266,10.8054853,48.3266821,5287.287412746407,> 1500 m
440850271,10.8100144,48.3258198,4937.874958591124,> 1500 m
440850273,10.8050702,48.3210677,5055.858255422646,> 1500 m
440850274,10.8047572,48.3210679,5079.001427390427,> 1500 m
440850281,10.7968838,48.3215164,5669.208690944237,> 1500 m
440850290,10.7971798,48.3190559,5693.002032037283,> 1500 m
440864474,10.8076565,48.3074624,4702.015688832202,> 1500 m
440864497,10.793927,48.3052131,5780.527813625084,> 1500 m
440864517,10.8049924,48.3061431,4980.974992561314,> 1500 m
440864540,10.8040519,48.3009823,5602.24857985153,> 1500 m
440864550,10.7973698,48.2958836,6367.3982372316095,> 1500 m
440946483,10.7972895,48.3240891,5740.111042456769,> 1500 m
445400832,10.8763692,48.328471,1712.0487262371462,> 1500 m
448871783,10.8608035,48.4064186,2150.411237230986,> 1500 m
449201184,10.9041865,48.2782767,2971.3294053737905,> 1500 m
449201204,10.901298,48.279628,2750.468220119169,> 1500 m
450643274,10.8609226,48.4062868,2150.686324066103,> 1500 m
454527307,10.8758414,48.3291292,1621.028387216267,> 1500 m
454538475,10.8877932,48.3258883,1655.0554936670042,> 1500 m
454538496,10.888707,48.3258147,1586.991576973715,> 1500 m
454538497,10.8888514,48.3258009,1576.205944637646,> 1500 m
456001463,10.8806991,48.3246657,1936.7855034704448,> 1500 m
457018495,10.9252847,48.2852993,3077.1005264844875,> 1500 m
457018502,10.9268376,48.2822197,3475.793640673167,> 1500 m
457018508,10.9297444,48.2852189,3407.29698431776,> 1500 m
457018511,10.92963,48.2823735,3683.1265823478143,> 1500 m
457018512,10.9292899,48.2852291,3373.648611925716,> 1500 m
457018519,10.9333938,48.2825467,3962.296910635344,> 1500 m
457018543,10.9239493,48.2745636,4049.386810297913,> 1500 m
457018544,10.9235314,48.2756398,3925.786799634883,> 1500 m
457018545,10.9246309,48.2728078,4251.034617553746,> 1500 m
457018546,10.9247943,48.2796285,3487.50552402783,> 1500 m
457018547,10.9210052,48.2797976,3430.4770196260806,> 1500 m
457018551,10.9215492,48.2787211,3523.2590621559784,> 1500 m
457018553,10.922715,48.2789163,3434.300073627949,> 1500 m
457018559,10.9310231,48.2839182,3619.190515472327,> 1500 m
457480605,10.8877134,48.3272212,1785.3463806483885,> 1500 m
457515116,10.885806,48.3256094,1919.7919981000373,> 1500 m
457632110,10.9260205,48.3676666,1510.8198026536425,> 1500 m
457632112,10.9259452,48.3676251,1503.5922984704996,> 1500 m
458842253,10.8803693,48.3222612,1595.3138288654454,> 1500 m
458859722,10.8808669,48.3230489,1690.3155257379492,> 1500 m
458859730,10.884352,48.3225387,1970.283499864935,> 1500 m
458859733,10.8843459,48.3226989,1952.4643386868097,> 1500 m
458859736,10.8811255,48.32302,1711.694808842432,> 1500 m
458875667,10.8811765,48.323539,1749.4245662280484,> 1500 m
458875671,10.8812227,48.3231968,1732.6265032145388,> 1500 m
458875672,10.8843383,48.3228687,1965.855634835721,> 1500 m
458875674,10.881651,48.3242893,1839.9347620158787,> 1500 m
458875675,10.88155,48.3241296,1820.6706908870003,> 1500 m
458875676,10.8842754,48.3238595,2024.4006388373411,> 1500 m
458875682,10.8812551,48.3236679,1764.8909293649697,> 1500 m
458875688,10.8826951,48.3257253,2310.702995710956,> 1500 m
458875689,10.8841947,48.3255748,2198.5769379929416,> 1500 m
458875690,10.8842114,48.3252463,2162.028491634045,> 1500 m
458875691,10.8825043,48.3254175,2289.668167360718,> 1500 m
458875692,10.8824099,48.3252653,2279.2583792973446,> 1500 m
458875693,10.8842197,48.3250837,2143.9377602720187,> 1500 m
458875694,10.8842281,48.3249182,2125.5244975383966,> 1500 m
458875695,10.8823136,48.3251101,2268.670669791932,> 1500 m
458875696,10.8822172,48.3249546,2258.064044448856,> 1500 m
458875697,10.8842366,48.3247524,2107.077644760303,> 1500 m
458875701,10.8842449,48.3245901,2089.0202524890765,> 1500 m
458875702,10.8842493,48.324394,2067.212469019689,> 1500 m
459775299,10.8596466,48.4073082,2253.7798303755776,> 1500 m
467764369,10.8874749,48.3252632,2357.906299581772,> 1500 m
468306879,10.9560921,48.338053,1621.8715884530689,> 1500 m
470477069,10.8321961,48.3124293,2376.792120289252,> 1500 m
471299916,10.9139864,48.3450495,1696.8013069173353,> 1500 m
471299919,10.9135984,48.3447608,1651.4947032821303,> 1500 m
471788510,10.9118229,48.3457552,1538.6344805721408,> 1500 m
471788945,10.9155153,48.3436695,1819.2101681158392,> 1500 m
471788957,10.9143729,48.3429906,1802.524595705898,> 1500 m
471788973,10.9151071,48.3432185,1833.7761685031028,> 1500 m
471788977,10.9152286,48.3433523,1851.153979355798,> 1500 m
471788993,10.9147679,48.3426773,1764.3016821222589,> 1500 m
471789705,10.9157976,48.3403651,1514.73362115817,> 1500 m
471789708,10.9181983,48.3395852,1667.8844735541488,> 1500 m
471789724,10.9175031,48.3386209,1523.4613274660362,> 1500 m
471789725,10.9173658,48.3386666,1512.1117192845115,> 1500 m
471789743,10.9172358,48.340145,1627.9404517617982,> 1500 m
471789760,10.9160182,48.3403839,1531.1720332270954,> 1500 m
471789767,10.9171252,48.3402224,1616.060259207448,> 1500 m
472290643,10.8017006,48.3379331,5246.166842035754,> 1500 m
480359626,10.8848849,48.3258018,1839.850088084704,> 1500 m
482828836,10.9223448,48.4134635,2126.777366337056,> 1500 m
482828837,10.9223477,48.4134153,2121.413491199593,> 1500 m
482828838,10.9233081,48.4120944,2284.589681251952,> 1500 m
484857403,10.8817407,48.3244368,1857.627034110216,> 1500 m
484857421,10.8812774,48.3263272,2114.984447847959,> 1500 m
484857424,10.8813563,48.3262853,2107.518940467712,> 1500 m
485123970,10.8844199,48.3232344,1993.8077108210605,> 1500 m
485123973,10.8843755,48.3243862,2075.7144602262542,> 1500 m
485123982,10.8911572,48.3255933,1520.8839915847657,> 1500 m
485124009,10.8911609,48.3256079,1522.5303255039369,> 1500 m
485124021,10.88035,48.3246826,1955.3146805948663,> 1500 m
485124025,10.8817007,48.3243689,1849.5183401955976,> 1500 m
485124028,10.8806663,48.3246165,1930.8013135964568,> 1500 m
485124030,10.8818716,48.3246456,2245.3277883248256,> 1500 m
485124033,10.8842679,48.3240236,2035.658862468804,> 1500 m
485124035,10.8842903,48.32353,2003.0481273012529,> 1500 m
485124042,10.8805491,48.3225459,1629.6491183389733,> 1500 m
485594028,10.8900418,48.3253934,1511.1832497513435,> 1500 m
486273243,10.8392093,48.314615,1776.7597920772805,> 1500 m
486273244,10.8392362,48.3145704,1771.397943395127,> 1500 m
486273247,10.8387442,48.3144791,1814.32691097516,> 1500 m
486273250,10.8404072,48.3147548,1681.9836439115895,> 1500 m
486273275,10.8377842,48.3048664,2697.55737605823,> 1500 m
486273277,10.8375318,48.3045758,2734.8757029272733,> 1500 m
486273280,10.8395312,48.310589,2128.582595807698,> 1500 m
486273288,10.8420232,48.3101807,1958.4446953734296,> 1500 m
486273306,10.8416078,48.3093324,2057.832125554889,> 1500 m
486273310,10.839275,48.3048468,2587.250929198051,> 1500 m
486273335,10.8446097,48.3088331,1935.199215184708,> 1500 m
486273348,10.8353401,48.3019417,3069.7706246419966,> 1500 m
486273376,10.8303639,48.2973887,3868.767042758781,> 1500 m
486273419,10.8373067,48.2981462,3282.691466220236,> 1500 m
486273432,10.8337341,48.2962488,3628.353588311692,> 1500 m
486273447,10.8337305,48.2945343,3766.3519876112,> 1500 m
486273462,10.8329803,48.2963836,3686.251770661175,> 1500 m
486273468,10.8387691,48.2999884,3050.914711942141,> 1500 m
491492369,10.8451297,48.3125311,1580.5538417466732,> 1500 m
491492372,10.8440363,48.3125324,1661.4132894968536,> 1500 m
491492373,10.8432325,48.3183311,1793.5041883462836,> 1500 m
491492376,10.8389192,48.3188455,2098.8912173344056,> 1500 m
491492441,10.834749,48.3228945,2959.2156091446013,> 1500 m
493606386,10.8404333,48.2985603,3273.6719979478307,> 1500 m
493606401,10.8408643,48.299248,3356.7745319320456,> 1500 m
494326735,10.8434639,48.3193431,1907.7422577085108,> 1500 m
494326739,10.8436342,48.3196914,1948.4700251403656,> 1500 m
494326750,10.8456543,48.3256315,2668.027046706144,> 1500 m
494326764,10.8454818,48.3308577,2215.623341567948,> 1500 m
494326766,10.8457362,48.3307867,2236.0199172668163,> 1500 m
494326808,10.8357874,48.3272416,3050.740099144236,> 1500 m
494326830,10.8468676,48.3365483,1761.724348642486,> 1500 m
494326831,10.8468833,48.3364654,1768.3344412181868,> 1500 m
494326839,10.8413626,48.3360918,2178.5218171138536,> 1500 m
494326844,10.8395557,48.3327831,2645.1038716478765,> 1500 m
494326872,10.8314308,48.3232705,3233.3771859280246,> 1500 m
494326873,10.8314792,48.3232167,3230.955078268797,> 1500 m
494326887,10.8284292,48.3181414,3343.870140098915,> 1500 m
494326904,10.8322095,48.3124728,2379.8094255109168,> 1500 m
495567478,10.824799,48.3136518,2942.860380450832,> 1500 m
495567479,10.824103,48.3139991,3004.5801187672364,> 1500 m
495567481,10.8230405,48.3142195,3087.6847830683614,> 1500 m
495567482,10.8230628,48.3142868,3088.045343359663,> 1500 m
495567527,10.8169843,48.3050696,4113.806593384958,> 1500 m
520115115,10.8781316,48.3296435,1810.8177215459432,> 1500 m
520115158,10.8802227,48.3324705,1552.1220423173331,> 1500 m
520115217,10.8786512,48.3317201,1599.7994261476438,> 1500 m
528874540,10.9334419,48.3921557,1622.699507985138,> 1500 m
537851823,10.9134008,48.3490393,1503.0558672993557,> 1500 m
537851825,10.9133944,48.3490895,1500.0762984294772,> 1500 m
537851980,10.9134545,48.3491009,1504.6949970401045,> 1500 m
537851990,10.913436,48.3490194,1506.4709704492402,> 1500 m
537852455,10.9143955,48.3495784,1557.2846567191905,> 1500 m
537852541,10.9128169,48.3509548,1622.814603316186,> 1500 m
537852545,10.9128727,48.3510039,1621.635500138506,> 1500 m
537852549,10.9128065,48.3509971,1618.048679528385,> 1500 m
537852553,10.9127444,48.3509883,1613.3565453575666,> 1500 m
537852727,10.9125203,48.3511074,1589.5794250785482,> 1500 m
537852733,10.9124366,48.351134,1582.7234662238304,> 1500 m
537852738,10.9124101,48.3511077,1586.2429888432075,> 1500 m
537852755,10.9122458,48.3514219,1543.881495590354,> 1500 m
537852771,10.9124849,48.3510139,1598.5317040732289,> 1500 m
537852775,10.9124442,48.3509812,1603.250457655156,> 1500 m
537852782,10.9127594,48.3509416,1618.66634146487,> 1500 m
537852809,10.91273,48.3510414,1607.3569652514425,> 1500 m
537852814,10.9126021,48.3510764,1594.0561792892972,> 1500 m
537852818,10.9125378,48.3510646,1595.039026858162,> 1500 m
537852869,10.9131593,48.3510784,1628.101339700816,> 1500 m
537852914,10.9122732,48.3515246,1555.7014840271563,> 1500 m
537852922,10.9119589,48.3517511,1590.4802525705277,> 1500 m
537852933,10.9123472,48.3510974,1591.030089911994,> 1500 m
537853028,10.913345,48.3516715,1648.6571991907006,> 1500 m
537853035,10.9129946,48.3516517,1622.1824557558757,> 1500 m
537853066,10.9122747,48.3516841,1585.0391401358502,> 1500 m
537853089,10.912805,48.3515994,1607.0128491646774,> 1500 m
537853119,10.9124303,48.3516089,1570.7667318534047,> 1500 m
537853127,10.9123782,48.3516408,1576.0016381972766,> 1500 m
537853139,10.9117032,48.3517533,1577.6060250735625,> 1500 m
537853142,10.9113386,48.3517097,1550.2310585710045,> 1500 m
537853147,10.9112276,48.3517335,1541.5707113774856,> 1500 m
537853162,10.9109916,48.3515534,1514.0078671738002,> 1500 m
537853190,10.9128992,48.3516253,1614.5460472732943,> 1500 m
537853534,10.9135732,48.3515687,1669.2678621289017,> 1500 m
537853864,10.9109245,48.3516571,1526.694633843338,> 1500 m
537853868,10.9109442,48.3516057,1520.7967281008578,> 1500 m
537853888,10.910323,48.3523375,1628.451073287348,> 1500 m
537853890,10.9101783,48.3522411,1613.309679453256,> 1500 m
537853918,10.9102016,48.3524048,1639.0129074639044,> 1500 m
537853924,10.9100686,48.3522977,1623.5722800139015,> 1500 m
537853928,10.9104103,48.3521302,1592.1917077662702,> 1500 m
537853932,10.9106437,48.3519743,1567.6686577939174,> 1500 m
537853941,10.9110802,48.3518579,1552.4019160238577,> 1500 m
537854231,10.9143326,48.3494553,1559.4736410855885,> 1500 m
544147731,10.8879534,48.4136158,2856.914731223133,> 1500 m
544147772,10.8884036,48.415055,3028.007037953233,> 1500 m
550156498,10.8030349,48.2949949,6807.279250249581,> 1500 m
556974986,10.891794,48.4247123,3803.168504339068,> 1500 m
564638596,10.9187213,48.3006411,1688.172862104626,> 1500 m
597324493,10.9150332,48.2897818,1956.423050154507,> 1500 m
597360091,10.916672,48.3248023,1501.3707611533164,> 1500 m
597360092,10.9171425,48.3253643,1572.8918527384392,> 1500 m
597360093,10.9180951,48.3264702,1680.8118620711643,> 1500 m
597360103,10.9233309,48.3235366,1946.642296597645,> 1500 m
597360106,10.9250876,48.3241601,2136.3089508867265,> 1500 m
597360116,10.9209774,48.3322283,2039.549021735025,> 1500 m
597360119,10.9303485,48.3356181,2400.452562620439,> 1500 m
597360126,10.931434,48.3390082,1630.7473443623694,> 1500 m
597367772,10.919089,48.3377853,1575.1668802730014,> 1500 m
597367812,10.916967,48.3428082,1922.7904660917725,> 1500 m
597385739,10.9355584,48.2689738,5104.695394793871,> 1500 m
597385741,10.9256994,48.2747849,3962.899136110889,> 1500 m
597385749,10.9305899,48.2745313,4334.24327757386,> 1500 m
597782585,10.9250662,48.3108778,1582.9522802344566,> 1500 m
600041928,10.7852339,48.3113922,6230.133248793338,> 1500 m
606282513,10.8320348,48.3847736,1843.488582558703,> 1500 m
606282531,10.8352987,48.3862573,1731.4635620194392,> 1500 m
612107185,10.8531888,48.339948,1539.6063337480557,> 1500 m
612127334,10.8198357,48.3356514,3840.1364521592695,> 1500 m
615028128,10.9336577,48.3296435,2645.661926419164,> 1500 m
615028206,10.924977,48.3453025,1544.3670568950963,> 1500 m
615050037,10.9159293,48.3495488,1612.7720421076135,> 1500 m
638915776,10.8792684,48.3269159,2002.0994264202916,> 1500 m
638915791,10.8813828,48.3307901,1648.4535469865968,> 1500 m
653927352,10.8063317,48.3224926,4984.162895552153,> 1500 m
654114465,10.9164966,48.3477194,1744.7119700238643,> 1500 m
654114468,10.9166788,48.3478395,1738.4738653919806,> 1500 m
654114470,10.916469,48.3478052,1754.4405190473703,> 1500 m
654114472,10.9159938,48.3493632,1633.958386557306,> 1500 m
654114476,10.916163,48.3488342,1694.0948534075026,> 1500 m
654114478,10.9162998,48.3488566,1702.8544034390056,> 1500 m
654114485,10.9161172,48.3493788,1643.241012288698,> 1500 m
654114487,10.9168137,48.3487989,1737.277287308443,> 1500 m
654114489,10.9163262,48.348293,1755.470259364779,> 1500 m
654114491,10.9164748,48.3483167,1764.265782106016,> 1500 m
654114494,10.9165136,48.3483226,1767.2072093532838,> 1500 m
654114498,10.9165937,48.3494521,1662.8473441908889,> 1500 m
654114500,10.916533,48.3488948,1720.603525513586,> 1500 m
654114502,10.9163606,48.3494157,1661.6900206223945,> 1500 m
654114512,10.9165289,48.349636,1641.8453595016658,> 1500 m
659514382,10.9490106,48.3722438,1837.3425711428424,> 1500 m
659514391,10.9471352,48.3733697,1643.702364230326,> 1500 m
659514396,10.9475876,48.3773211,1555.7440103019348,> 1500 m
659514419,10.9532278,48.3755283,2195.017980118369,> 1500 m
660453827,10.9167682,48.3489346,1721.8180163833094,> 1500 m
663846288,10.9265754,48.3353538,2146.580490207973,> 1500 m
664131661,10.8537989,48.3540879,3093.4467612080043,> 1500 m
664131668,10.8550315,48.3533817,2973.145505049465,> 1500 m
664493336,10.9153437,48.413856,1988.4491304330904,> 1500 m
669888910,10.8077201,48.2996036,5256.775738583128,> 1500 m
669888911,10.8074218,48.299715,5282.080429635581,> 1500 m
669995783,10.9020025,48.4449397,6691.402904912505,> 1500 m
670032682,10.8918086,48.4427268,5967.661481042377,> 1500 m
670032704,10.8915848,48.443287,6033.116780974545,> 1500 m
670337893,10.8991841,48.4428119,6243.795608539382,> 1500 m
674955423,10.9367142,48.4029915,2356.530327608968,> 1500 m
675032227,10.9353768,48.4011444,2155.990621158221,> 1500 m
675032244,10.9266093,48.4008165,1599.25093568551,> 1500 m
675032248,10.9463912,48.3943234,2159.9114492506924,> 1500 m
675032250,10.9368271,48.4030226,2365.553682232702,> 1500 m
675032263,10.9254179,48.4049767,1535.179779579823,> 1500 m
675032269,10.936365,48.403651,2434.274102863702,> 1500 m
675032279,10.9369786,48.4022358,2261.4355103211637,> 1500 m
675032282,10.9039433,48.4098507,1601.552727160341,> 1500 m
675032289,10.9266673,48.400911,1610.5977628951002,> 1500 m
675032308,10.9267638,48.40093,1618.028451026054,> 1500 m
675090966,10.8694748,48.4013636,1617.675765694817,> 1500 m
681441996,10.9136653,48.2855421,2253.322891272858,> 1500 m
681630670,10.9166716,48.3445027,2349.271447127691,> 1500 m
681630672,10.9167281,48.3444706,2354.7647757524323,> 1500 m
681630673,10.9175786,48.3444867,2436.8725261809245,> 1500 m
681630681,10.9169153,48.3445499,2384.5247777980417,> 1500 m
681630684,10.9175389,48.3446157,2422.231358382929,> 1500 m
681630686,10.9168809,48.3446521,2372.879727520481,> 1500 m
681630689,10.9149132,48.3457752,2144.857947342133,> 1500 m
681630690,10.9148486,48.3456604,2158.5311478971207,> 1500 m
681630693,10.9143723,48.346154,2203.219825809585,> 1500 m
681630698,10.9138225,48.3463637,2179.6948648912594,> 1500 m
681630701,10.9136612,48.3462823,2195.1117130877315,> 1500 m
681630711,10.9131065,48.3475967,2029.35373136327,> 1500 m
681630716,10.9148306,48.3478121,1861.8738032842512,> 1500 m
681630717,10.9143523,48.3477325,1898.312044526357,> 1500 m
681630718,10.9126303,48.3481372,1958.330795475192,> 1500 m
681630719,10.9146615,48.348188,1812.2274646934804,> 1500 m
681630720,10.9141561,48.3485409,1835.21200907487,> 1500 m
681630721,10.9143642,48.3485555,1819.7479723778624,> 1500 m
681630729,10.9157334,48.3460883,2068.186533015798,> 1500 m
681630730,10.9158719,48.3464693,2052.636392635488,> 1500 m
681630731,10.9156547,48.3462909,2044.8968001651197,> 1500 m
681630733,10.915957,48.3462271,2068.337086862848,> 1500 m
681630737,10.9163356,48.3463163,2098.2142048341216,> 1500 m
681630738,10.9167481,48.3463243,2128.712251665257,> 1500 m
681630745,10.9149768,48.3474149,1907.3428120698388,> 1500 m
681630771,10.9157355,48.3481352,1950.620880836455,> 1500 m
685614546,10.9176334,48.3446254,2429.2982397073106,> 1500 m
685614553,10.9179738,48.3445745,2455.085413820017,> 1500 m
685614580,10.9145171,48.3460551,2187.8752967532578,> 1500 m
685614647,10.9145862,48.3480015,1833.816039952999,> 1500 m
685614660,10.9131223,48.3483113,1916.2449796703963,> 1500 m
685614701,10.9134743,48.3482929,1904.3519636198323,> 1500 m
685614727,10.9134171,48.3483872,1892.881553128696,> 1500 m
685614730,10.9134255,48.3483511,1896.943410532813,> 1500 m
685614772,10.9138306,48.3483314,1881.876329724906,> 1500 m
685614814,10.913784,48.3484907,1863.4262196675809,> 1500 m
685614912,10.9148089,48.3488682,1771.8236379961231,> 1500 m
685614914,10.9147505,48.3490887,1796.7664554012017,> 1500 m
685615052,10.9149696,48.3484044,1795.8634132272568,> 1500 m
685615053,10.9149829,48.3483011,1784.33498648889,> 1500 m
685615079,10.9156117,48.3481339,1959.7709134570923,> 1500 m
685615081,10.9153107,48.3483593,1758.574962013438,> 1500 m
685615090,10.9152695,48.3484593,1770.1037774810368,> 1500 m
685615141,10.9158647,48.3481416,1960.1953182356017,> 1500 m
685615182,10.9156625,48.3487907,1697.71285181053,> 1500 m
687527232,10.9167115,48.3477518,1728.4270967130144,> 1500 m
687528573,10.9161579,48.3505276,1536.4598053314903,> 1500 m
687528602,10.9171378,48.3498879,1568.2828103020595,> 1500 m
687528611,10.916895,48.3498535,1585.0716146775228,> 1500 m
687528620,10.916635,48.3498168,1603.7476594089371,> 1500 m
687528626,10.9163614,48.3498383,1614.567896114362,> 1500 m
687528628,10.9164416,48.3496228,1639.2533660861582,> 1500 m
687528633,10.9163817,48.3497806,1621.1568939537572,> 1500 m
687528659,10.916395,48.3505678,1518.377588382975,> 1500 m
687528676,10.9173775,48.3500352,1537.1465062131365,> 1500 m
687528681,10.9160991,48.3499651,1608.662853079097,> 1500 m
687532215,10.9159395,48.3498047,1630.0454019120057,> 1500 m
687532216,10.9147492,48.3496001,1561.238821078879,> 1500 m
687532217,10.9147726,48.3495444,1554.8083872313184,> 1500 m
687532223,10.9162754,48.3498766,1622.2181339472163,> 1500 m
690449354,10.9179336,48.3497657,1556.8838724404116,> 1500 m
691917769,10.9139354,48.3485245,1851.623369856612,> 1500 m
693357017,10.9274526,48.3225166,2271.2725429498387,> 1500 m
693529601,10.936217,48.325213,3129.639206173045,> 1500 m
694525702,10.8517073,48.3412044,1720.494713567418,> 1500 m
694525703,10.8518838,48.341347,1723.6181348384782,> 1500 m
699915223,10.9163835,48.3480788,1774.951057506718,> 1500 m
699915230,10.916063,48.3487356,1690.1843254553607,> 1500 m
699915236,10.915877,48.3488277,1681.335075627499,> 1500 m
699915240,10.9159784,48.3489847,1661.7888333953215,> 1500 m
699915243,10.9158015,48.3495328,1603.1616936223395,> 1500 m
700241742,10.9131633,48.3474304,2048.315915143988,> 1500 m
700241877,10.9152175,48.3459551,2110.4341068862564,> 1500 m
700242011,10.9157693,48.3479894,1934.2150029191332,> 1500 m
702265488,10.8871394,48.4034273,1711.525846144236,> 1500 m
703152510,10.9207811,48.3460087,1589.12981986626,> 1500 m
703152512,10.9198844,48.3459084,1657.243728050114,> 1500 m
703152515,10.9229009,48.3456003,1566.3291308687988,> 1500 m
708866149,10.9421966,48.294698,3761.243116619119,> 1500 m
712394902,10.8700221,48.4037343,2009.9988653636217,> 1500 m
712904029,10.9377779,48.2900697,3569.588013198275,> 1500 m
712904042,10.9377941,48.2899346,3584.6582061226163,> 1500 m
725434500,10.9435766,48.2938821,6670.737022436551,> 1500 m
725434505,10.9442345,48.2937971,6674.384990335692,> 1500 m
731425140,10.9449481,48.291825,6908.323652860032,> 1500 m
743123500,10.934335,48.3679041,1686.6010613901162,> 1500 m
743123528,10.9346588,48.3679927,1700.2618907544086,> 1500 m
743123604,10.9347864,48.3680211,1707.8392468339086,> 1500 m
743123618,10.9357238,48.366676,1533.9807852427623,> 1500 m
743123633,10.9354987,48.3665249,1510.6011085758223,> 1500 m
743123644,10.9354757,48.3666818,1530.725349470306,> 1500 m
743123649,10.9352683,48.366333,1537.8973354429536,> 1500 m
743123652,10.9356633,48.3667543,1543.7674893037206,> 1500 m
743123687,10.9355541,48.3665751,1517.522677850417,> 1500 m
743123711,10.9353839,48.3666464,1526.552537305325,> 1500 m
743238181,10.9408604,48.3690469,1606.192766298856,> 1500 m
743238183,10.9400241,48.3695127,1723.7425123710657,> 1500 m
743238192,10.9405368,48.3690224,1642.1800486365769,> 1500 m
743238208,10.9413025,48.3689764,1623.2977071998696,> 1500 m
743238211,10.9371908,48.3681058,1736.835471321113,> 1500 m
743238214,10.9407254,48.3689156,1623.8734950865476,> 1500 m
743238218,10.9391323,48.3669047,1639.690518988283,> 1500 m
743238239,10.9411028,48.3692826,1574.4512474234575,> 1500 m
743238242,10.9397599,48.3693099,1710.156008454442,> 1500 m
743238246,10.9409702,48.3691536,1591.8207748264638,> 1500 m
743238249,10.9395772,48.3672665,1691.6392098060107,> 1500 m
743238252,10.9411368,48.3693156,1570.004587293011,> 1500 m
743238259,10.9416995,48.3682129,1767.2581254634251,> 1500 m
743238265,10.9392087,48.3677766,1770.2889605221374,> 1500 m
743238283,10.9395827,48.3690822,1722.2372719606838,> 1500 m
743238292,10.9419969,48.3683248,1756.228339738857,> 1500 m
743238317,10.9383317,48.3679763,1751.6007296285502,> 1500 m
743238326,10.9406626,48.3684061,1686.3485560194645,> 1500 m
743238328,10.9411589,48.3688857,1634.609465652099,> 1500 m
743238331,10.9373473,48.3679221,1717.2366733921983,> 1500 m
743238335,10.9396956,48.3666073,1662.650532969615,> 1500 m
743238336,10.9373009,48.368045,1726.259243336913,> 1500 m
743238360,10.9405983,48.368792,1640.5180703203196,> 1500 m
743238372,10.9402007,48.3685901,1677.5475336521677,> 1500 m
746642103,10.8439002,48.3141263,1504.5576393801443,> 1500 m
746642182,10.844148,48.3135204,1528.5326609092297,> 1500 m
746642215,10.8442438,48.3142704,1504.7778209694488,> 1500 m
746642231,10.8427853,48.3141975,1592.453850371216,> 1500 m
747162775,10.8440448,48.2971604,2626.789895826821,> 1500 m
748070383,10.8140042,48.3355361,4272.899117071897,> 1500 m
748785384,10.9022938,48.273213,3714.692766468904,> 1500 m
748785387,10.9018617,48.2725461,3795.4504595534936,> 1500 m
755837428,10.9432551,48.3681122,1779.9712632613723,> 1500 m
763991083,10.9287169,48.305788,1749.0873715302648,> 1500 m
763997654,10.9186655,48.300503,1704.0739389569096,> 1500 m
